Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,1,Non-Travel,1362.0,Sales,19,3,Marketing,1,1,67,4,2,Sales Executive,4,Single,5304.0,4652.0,8,1,13,3,2,0,9,3,2,5,2,0,4
54,0,Travel_Rarely,1311.0,Research & Development,2,3,Life Sciences,3,0,97,3,4,Manager,4,Single,16659.0,23258.0,2,1,13,3,3,0,28,2,3,5,4,1,2
24,0,Travel_Rarely,1371.0,Sales,10,4,Marketing,4,0,77,3,2,Sales Executive,3,Divorced,4260.0,5915.0,1,1,12,3,4,1,5,2,4,5,2,0,3
30,0,Travel_Rarely,202.0,Sales,2,1,Technical Degree,3,1,72,3,1,Sales Representative,2,Married,2476.0,17434.0,1,0,18,3,1,1,1,3,3,1,0,0,0
26,1,Travel_Frequently,575.0,Research & Development,3,1,Technical Degree,3,1,73,3,1,Research Scientist,1,Single,3102.0,6582.0,0,0,22,4,3,0,7,2,3,6,4,0,4
24,0,Travel_Rarely,253.0,Research & Development,11,3,Medical,1,0,43,3,1,Research Scientist,2,Married,2244.0,24440.0,1,0,13,3,4,1,2,1,3,2,1,1,2
36,0,Travel_Rarely,165.35000000000002,Sales,2,2,Medical,2,1,61,2,3,Sales Executive,3,Married,7596.0,3809.0,1,0,13,3,2,2,10,2,3,10,9,9,0
30,1,Travel_Frequently,464.0,Research & Development,4,3,Technical Degree,3,1,40,3,1,Research Scientist,4,Single,2285.0,3427.0,8,1,22,4,3,0,3,4,3,1,0,0,0
37,0,Travel_Rarely,1107.0,Research & Development,14,3,Life Sciences,4,0,95,3,1,Laboratory Technician,1,Divorced,3034.0,25431.899999999998,1,0,12,3,3,1,18,2,2,18,7,9,10
40,0,Travel_Rarely,759.0,Sales,2,2,Marketing,4,0,46,3,2,Sales Executive,2,Divorced,5715.0,22553.0,7,0,12,3,3,2,8,5,3,5,4,1,3
42,0,Travel_Rarely,201.0,Research & Development,1,4,Life Sciences,2,0,95,3,1,Laboratory Technician,1,Divorced,2576.0,20490.0,3,0,16,3,2,1,8,5,3,5,2,1,2
37,0,Travel_Rarely,1305.0,Research & Development,10,4,Life Sciences,3,1,49,3,2,Manufacturing Director,2,Single,4197.0,21123.0,2,1,12,3,4,0,18,2,2,1,0,0,1
43,0,Travel_Rarely,982.0,Research & Development,12,3,Life Sciences,1,1,59,2,4,Research Director,2,Divorced,14336.0,4345.0,1,0,11,3,3,1,25,3,3,20,10,3,9
40,0,Travel_Rarely,555.0,Research & Development,2,3,Medical,2,0,78,2,2,Laboratory Technician,3,Married,3448.0,13436.0,6,0,22,4,2,1,20,3,3,1,0,0,0
54,0,Travel_Rarely,821.0,Research & Development,5,2,Medical,1,1,86,3,5,Research Director,1,Married,17821.349999999995,8509.0,4,0,11,3,3,1,24,4,2,4,2,1,2
34,0,Non-Travel,1381.0,Sales,4,4,Marketing,3,0,72,3,2,Sales Executive,3,Married,6538.0,12740.0,8,0,15,3,1,1,6,3,3,3,2,1,2
31,0,Travel_Rarely,480.0,Research & Development,7,2,Medical,2,0,33,3,2,Manufacturing Director,1,Married,4306.0,4156.0,1,0,12,3,2,1,13,5,1,13,10,3,10
43,0,Travel_Frequently,313.0,Research & Development,21,3,Medical,4,1,61,3,1,Laboratory Technician,4,Married,2258.0,15238.0,7,0,20,4,1,1,8,1,3,3,2,1,2
43,0,Travel_Rarely,1424.1,Research & Development,8,4,Other,3,0,74,3,2,Healthcare Representative,3,Divorced,4522.0,3384.55,4,1,14,3,4,0,8,3,3,5,2,0,2
25,0,Travel_Rarely,891.0,Sales,4,2,Life Sciences,2,0,97,2,2,Sales Executive,4,Single,4487.0,12090.0,1,1,11,3,2,0,5,3,3,5,4,1,3
37,0,Non-Travel,1063.0,Research & Development,25,5,Medical,2,0,72,3,2,Research Scientist,3,Married,4449.0,23866.0,3,1,15,3,1,2,15,2,3,13,11,9,7
31,0,Travel_Rarely,329.0,Research & Development,1,2,Life Sciences,4,1,97,2,1,Laboratory Technician,1,Married,2218.0,16193.0,1,0,12,3,3,1,4,3,3,4,2,3,2
39,0,Travel_Frequently,1218.0,Research & Development,1,1,Life Sciences,2,1,52,3,5,Manager,3,Divorced,17821.349999999995,8213.0,1,1,14,3,3,1,21,3,3,20,8,1,6
54,0,Travel_Frequently,906.0,Sales,6,3,Life Sciences,3,0,86,4,4,Sales Executive,1,Married,13212.0,18256.0,8,0,11,3,4,3,28,1,2,7,7,7,7
30,0,Travel_Rarely,1082.0,Sales,12,3,Technical Degree,2,0,83,3,2,Sales Executive,3,Single,6577.0,19558.0,0,0,11,3,2,0,6,5,3,5,4,4,4
41,0,Travel_Rarely,645.0,Sales,1,3,Marketing,2,1,49,4,3,Sales Executive,1,Married,8392.0,19566.0,1,0,16,3,3,1,10,2,3,10,7,0,7
28,0,Travel_Rarely,1300.0,Research & Development,17,2,Medical,3,1,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535.0,1,0,12,3,4,1,10,2,3,10,0,1,8
25,1,Travel_Rarely,688.0,Research & Development,3,3,Medical,1,1,91,3,1,Laboratory Technician,1,Married,4031.0,9396.0,5,0,13,3,3,1,6,5,3,2,2,0,2
52,0,Travel_Rarely,319.0,Research & Development,3,3,Medical,4,1,39,2,3,Manufacturing Director,3,Married,7969.0,19609.0,2,1,14,3,3,0,28,4,3,5,4,0,4
45,0,Travel_Rarely,192.0,Research & Development,10,2,Life Sciences,1,1,69,3,1,Research Scientist,4,Married,2654.0,9655.0,3,0,21,4,4,2,8,3,2,2,2,0,2
52,0,Travel_Rarely,1424.1,Research & Development,4,2,Life Sciences,4,0,33,3,4,Manager,4,Married,16555.0,10310.0,2,0,13,3,4,0,28,2,1,5,2,1,4
42,0,Travel_Frequently,532.0,Research & Development,26,2,Life Sciences,1,0,92,3,2,Research Scientist,3,Divorced,4556.0,12932.0,2,0,11,3,2,1,19,3,3,5,4,0,2
30,0,Travel_Rarely,317.0,Research & Development,2,3,Life Sciences,3,0,43,1,2,Manufacturing Director,4,Single,6091.0,24793.0,2,0,20,4,3,0,11,2,3,5,4,0,2
54,0,Travel_Rarely,422.0,Research & Development,7,3,Life Sciences,1,0,41,3,5,Manager,1,Married,17821.349999999995,3854.0,5,0,11,3,4,0,28,5,1,20,8,9,10
46,0,Travel_Rarely,1424.1,Research & Development,18,3,Medical,3,0,87,3,2,Manufacturing Director,3,Divorced,4810.0,25431.899999999998,2,0,14,3,3,1,19,5,2,10,7,0,8
42,0,Travel_Frequently,1368.0,Research & Development,26,4,Technical Degree,4,0,88,2,2,Healthcare Representative,4,Married,4523.0,4386.0,0,0,11,3,4,3,7,4,4,6,5,0,4
24,1,Travel_Rarely,1424.1,Sales,1,1,Technical Degree,1,0,62,3,1,Sales Representative,2,Single,3202.0,21972.0,1,1,16,3,2,0,6,4,3,5,3,1,4
34,1,Travel_Frequently,296.0,Sales,6,2,Marketing,4,0,33,1,1,Sales Representative,3,Divorced,2351.0,12253.0,0,0,16,3,4,1,3,3,2,2,2,1,0
38,0,Travel_Frequently,1424.1,Research & Development,2,2,Life Sciences,4,1,42,3,1,Laboratory Technician,4,Married,2097.9,12106.0,1,1,22,4,3,1,1,3,3,1,0,0,0
40,0,Travel_Rarely,1398.0,Sales,2,4,Life Sciences,3,0,79,3,5,Manager,3,Married,17821.349999999995,13022.0,0,0,14,3,4,0,21,2,3,20,11,1,10
26,0,Travel_Rarely,1349.0,Research & Development,23,3,Life Sciences,1,0,90,3,1,Research Scientist,4,Divorced,2886.0,3384.55,1,0,22,4,2,2,3,3,1,3,2,0,2
30,0,Non-Travel,1400.0,Research & Development,3,3,Life Sciences,3,1,53,3,1,Laboratory Technician,4,Married,2097.9,16734.0,4,0,15,3,3,1,9,3,1,5,3,1,4
29,0,Travel_Rarely,986.0,Research & Development,3,4,Medical,2,1,93,2,3,Research Director,3,Married,11935.0,21526.0,1,0,18,3,3,0,10,2,3,10,2,0,7
29,1,Travel_Rarely,408.0,Research & Development,25,5,Technical Degree,3,0,71,2,1,Research Scientist,2,Married,2546.0,18300.0,5,0,16,3,2,0,6,2,4,2,2,1,1
24,1,Travel_Rarely,489.0,Human Resources,2,2,Technical Degree,1,1,52,2,1,Human Resources,4,Single,2564.0,18437.0,1,0,12,3,3,0,1,3,4,1,0,0,0
30,0,Non-Travel,1398.0,Sales,22,4,Other,3,0,69,3,3,Sales Executive,1,Married,8412.0,3384.55,0,0,11,3,3,0,10,3,3,9,8,7,8
54,0,Travel_Rarely,210.0,Sales,26,3,Marketing,1,1,56,2,4,Manager,4,Divorced,14118.0,22102.0,3,0,12,3,3,1,28,3,2,1,0,0,0
50,0,Travel_Rarely,1099.0,Research & Development,26,4,Life Sciences,2,1,88,2,4,Manager,3,Married,17046.0,9314.0,0,0,15,3,2,1,28,2,3,20,10,9,7
30,0,Non-Travel,1116.0,Research & Development,2,3,Medical,3,0,49,3,1,Laboratory Technician,4,Single,2564.0,7181.0,0,0,14,3,3,0,12,2,2,11,7,6,7
54,0,Travel_Frequently,1424.1,Sales,26,3,Marketing,3,0,80,2,3,Sales Executive,1,Married,10266.0,3384.55,4,0,19,3,4,0,22,5,4,18,11,9,10
47,0,Travel_Rarely,983.0,Research & Development,2,2,Medical,1,0,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389.0,5,0,13,3,3,3,20,2,3,5,0,0,4
46,0,Travel_Rarely,1009.0,Research & Development,2,3,Life Sciences,1,1,51,3,4,Research Director,3,Married,17821.349999999995,3384.55,6,0,13,3,3,0,26,2,1,3,2,0,1
35,0,Travel_Rarely,165.35000000000002,Research & Development,22,3,Life Sciences,4,1,46,1,1,Laboratory Technician,3,Single,4230.0,19225.0,0,0,15,3,3,0,6,2,3,5,4,4,3
54,0,Travel_Rarely,548.0,Research & Development,8,4,Life Sciences,3,0,42,3,2,Laboratory Technician,3,Single,3780.0,23428.0,7,0,11,3,3,0,19,3,3,1,0,0,0
34,0,Travel_Rarely,1303.0,Research & Development,2,4,Life Sciences,4,1,62,2,1,Research Scientist,3,Divorced,2768.0,8416.0,3,0,12,3,3,1,14,3,3,7,3,5,7
46,0,Travel_Rarely,1125.0,Sales,10,3,Marketing,3,0,94,2,3,Sales Executive,4,Married,9071.0,11563.0,2,1,19,3,3,1,15,3,3,3,2,1,2
31,0,Travel_Rarely,1274.0,Research & Development,9,1,Life Sciences,3,1,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394.0,1,0,22,4,4,1,13,5,4,13,8,0,8
33,1,Travel_Rarely,1277.0,Research & Development,15,1,Medical,2,1,56,3,3,Manager,3,Married,13610.0,24619.0,7,1,12,3,4,0,15,2,4,7,6,7,7
33,1,Travel_Rarely,587.0,Research & Development,10,1,Medical,1,1,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705.0,7,0,13,3,1,3,8,2,3,4,3,1,3
30,0,Travel_Rarely,413.0,Sales,7,1,Marketing,4,1,57,3,1,Sales Representative,2,Single,2983.0,18398.0,0,0,14,3,1,0,4,3,3,3,2,1,2
35,0,Travel_Rarely,1276.0,Research & Development,16,3,Life Sciences,4,1,72,3,3,Healthcare Representative,3,Married,7632.0,14295.0,4,1,12,3,3,0,10,2,3,8,7,0,0
31,1,Travel_Frequently,534.0,Research & Development,20,3,Life Sciences,1,1,66,3,3,Healthcare Representative,3,Married,9824.0,22908.0,3,0,12,3,1,0,12,2,3,1,0,0,0
34,1,Travel_Frequently,988.0,Human Resources,23,3,Human Resources,2,0,43,3,3,Human Resources,1,Divorced,9950.0,11533.0,8,1,15,3,3,3,11,2,3,3,2,0,2
42,0,Travel_Frequently,1424.1,Research & Development,5,2,Other,2,1,97,3,1,Laboratory Technician,3,Married,2097.9,9260.0,4,0,17,3,4,1,8,4,3,2,2,2,0
36,0,Non-Travel,635.0,Sales,10,4,Medical,2,1,33,3,3,Sales Executive,4,Single,9980.0,15318.0,1,0,14,3,4,0,10,3,2,10,3,9,7
24,1,Travel_Frequently,1368.0,Research & Development,4,1,Technical Degree,3,1,97,2,1,Laboratory Technician,3,Single,3894.0,9129.0,5,0,16,3,3,0,4,3,3,2,2,1,2
48,0,Travel_Rarely,165.35000000000002,Sales,2,5,Marketing,2,0,37,3,2,Sales Executive,4,Married,4051.0,19658.0,2,0,14,3,1,1,14,2,3,9,7,6,7
54,0,Travel_Rarely,1117.0,Sales,18,5,Life Sciences,1,0,83,3,4,Manager,2,Single,16835.0,9873.0,3,0,22,4,4,0,28,2,3,10,9,7,7
41,0,Non-Travel,267.0,Sales,10,2,Life Sciences,4,1,56,3,2,Sales Executive,4,Single,6230.0,13430.0,7,0,14,3,4,0,16,3,3,14,3,1,10
35,0,Travel_Rarely,619.0,Sales,1,3,Marketing,2,1,85,3,2,Sales Executive,3,Married,4717.0,18659.0,8,0,11,3,3,0,15,2,3,11,9,6,9
40,0,Travel_Rarely,302.0,Research & Development,6,3,Life Sciences,2,0,75,3,4,Manufacturing Director,3,Single,13237.0,20364.0,7,0,15,3,3,0,22,3,3,20,6,5,10
39,0,Travel_Frequently,443.0,Research & Development,8,1,Life Sciences,3,0,48,3,1,Laboratory Technician,3,Married,3755.0,17872.0,1,0,11,3,1,1,8,3,3,8,3,0,7
31,0,Travel_Rarely,828.0,Sales,2,1,Life Sciences,2,1,77,3,2,Sales Executive,4,Single,6582.0,8346.0,4,1,13,3,3,0,10,2,4,6,5,0,5
42,0,Travel_Rarely,319.0,Research & Development,24,3,Medical,4,1,56,3,3,Manufacturing Director,1,Married,7406.0,6950.0,1,1,21,4,4,1,10,5,2,10,9,5,8
45,0,Travel_Rarely,561.0,Sales,2,3,Other,4,1,61,3,2,Sales Executive,2,Married,4805.0,16177.0,0,0,19,3,2,1,9,3,4,8,7,3,7
26,1,Travel_Frequently,426.0,Human Resources,17,4,Life Sciences,2,0,58,3,1,Human Resources,3,Divorced,2741.0,22808.0,0,1,11,3,2,1,8,2,2,7,7,1,0
29,0,Travel_Rarely,232.0,Research & Development,19,3,Technical Degree,4,1,34,3,2,Manufacturing Director,4,Divorced,4262.0,22645.0,4,0,12,3,2,2,8,2,4,3,2,1,2
33,0,Travel_Rarely,922.0,Research & Development,1,5,Medical,1,0,95,4,4,Research Director,3,Divorced,16184.0,22578.0,4,0,19,3,3,1,10,2,3,6,1,0,5
31,0,Travel_Rarely,688.0,Sales,7,3,Life Sciences,3,1,44,2,3,Manager,4,Divorced,11557.0,25291.0,8,0,21,4,3,1,10,3,2,5,4,0,1
24,1,Travel_Frequently,1306.0,Sales,5,3,Marketing,2,1,69,3,1,Sales Representative,2,Single,2097.9,8059.0,1,1,14,3,4,0,1,3,3,1,0,0,0
40,0,Non-Travel,1094.0,Sales,26,3,Other,3,1,58,1,3,Sales Executive,1,Divorced,10932.0,11373.0,3,0,15,3,3,1,20,2,3,1,0,0,1
41,0,Non-Travel,509.0,Research & Development,2,4,Other,1,0,62,2,2,Healthcare Representative,3,Single,6811.0,3384.55,2,1,17,3,1,0,10,3,3,8,7,0,7
26,0,Travel_Rarely,775.0,Sales,26,2,Medical,1,1,45,3,2,Sales Executive,3,Divorced,4306.0,4267.0,5,0,12,3,1,2,8,5,3,1,0,0,0
35,0,Travel_Rarely,195.0,Sales,1,3,Medical,1,0,80,3,2,Sales Executive,3,Single,4859.0,6698.0,1,0,16,3,4,0,5,3,3,5,4,0,3
34,0,Travel_Rarely,258.0,Sales,21,4,Life Sciences,4,1,74,4,2,Sales Executive,4,Single,5337.0,19921.0,1,0,12,3,4,0,10,3,3,10,7,5,7
26,1,Travel_Rarely,471.0,Research & Development,24,3,Technical Degree,3,1,66,1,1,Laboratory Technician,4,Single,2340.0,23213.0,1,1,18,3,2,0,1,3,1,1,0,0,0
37,0,Travel_Rarely,799.0,Research & Development,1,3,Technical Degree,2,0,59,3,3,Manufacturing Director,4,Single,7491.0,23848.0,4,0,17,3,4,0,12,3,4,6,5,1,2
46,0,Travel_Frequently,1034.0,Research & Development,18,1,Medical,1,0,86,3,3,Healthcare Representative,3,Married,10527.0,8984.0,5,0,11,3,4,0,28,3,2,2,2,1,2
41,0,Travel_Rarely,1276.0,Sales,2,5,Life Sciences,2,0,91,3,4,Manager,1,Married,16595.0,5626.0,7,0,16,3,2,1,22,2,3,18,11,9,8
37,0,Non-Travel,165.35000000000002,Sales,9,4,Medical,1,1,69,3,3,Sales Executive,2,Divorced,8834.0,24666.0,1,0,13,3,4,1,9,5,3,9,5,7,7
52,0,Travel_Rarely,956.0,Research & Development,6,2,Technical Degree,4,1,78,3,2,Research Scientist,1,Divorced,5577.0,22087.0,3,1,12,3,2,2,18,3,3,10,9,6,9
32,1,Non-Travel,1424.1,Sales,11,4,Other,4,1,60,4,2,Sales Executive,3,Married,4707.0,23914.0,8,0,12,3,4,0,6,2,3,4,2,1,2
24,0,Travel_Frequently,535.0,Sales,24,3,Medical,4,1,38,3,1,Sales Representative,4,Married,2400.0,5530.0,0,0,13,3,3,2,3,3,3,2,2,2,1
38,0,Travel_Rarely,1424.1,Research & Development,10,3,Medical,3,0,76,3,2,Healthcare Representative,3,Married,9824.0,22174.0,3,0,19,3,3,1,18,4,3,1,0,0,0
37,0,Travel_Rarely,446.0,Research & Development,1,4,Life Sciences,2,0,65,3,2,Manufacturing Director,2,Married,6447.0,15701.0,6,0,12,3,2,1,8,2,2,6,5,4,3
49,0,Travel_Rarely,1245.0,Research & Development,18,4,Life Sciences,4,1,58,2,5,Research Director,3,Divorced,17821.349999999995,3384.55,1,1,17,3,3,1,28,5,3,20,9,0,9
24,0,Travel_Rarely,691.0,Research & Development,23,3,Medical,2,1,89,4,1,Research Scientist,4,Married,2725.0,21630.0,1,1,11,3,2,2,6,3,3,6,5,1,4
26,0,Travel_Rarely,703.0,Sales,26,2,Marketing,1,1,66,3,2,Sales Executive,2,Married,6272.0,7428.0,1,0,20,4,4,2,6,5,4,5,3,1,4
24,0,Travel_Rarely,823.0,Research & Development,17,2,Other,4,1,94,2,1,Laboratory Technician,2,Married,2127.0,9100.0,1,0,21,4,4,1,1,2,3,1,0,0,0
50,0,Travel_Frequently,1246.0,Human Resources,3,3,Medical,1,1,97,3,5,Manager,2,Married,17821.349999999995,7999.0,1,0,11,3,3,1,28,2,3,20,5,9,7
25,0,Travel_Rarely,622.0,Sales,13,1,Medical,2,1,40,3,1,Sales Representative,3,Married,2097.9,25431.899999999998,1,0,11,3,3,0,7,1,3,7,4,0,6
24,1,Travel_Frequently,1287.0,Research & Development,7,3,Life Sciences,1,0,55,3,1,Laboratory Technician,3,Married,2886.0,14168.0,1,1,16,3,4,1,6,4,3,6,3,1,2
30,1,Travel_Frequently,448.0,Sales,12,4,Life Sciences,2,1,74,2,1,Sales Representative,1,Married,2097.9,14470.0,1,0,18,3,3,1,1,2,4,1,0,0,0
34,0,Travel_Rarely,254.0,Research & Development,1,2,Life Sciences,2,1,83,2,1,Research Scientist,4,Married,3622.0,22794.0,1,1,13,3,4,1,6,3,3,6,5,1,3
31,1,Travel_Rarely,1365.0,Sales,13,4,Medical,2,1,46,3,2,Sales Executive,1,Divorced,4233.0,11512.0,2,0,17,3,3,0,9,2,1,3,1,1,2
35,0,Travel_Rarely,538.0,Research & Development,25,2,Other,1,1,54,2,2,Laboratory Technician,4,Single,3681.0,14004.0,4,0,14,3,4,0,9,3,3,3,2,0,2
31,0,Travel_Rarely,525.0,Sales,6,4,Medical,1,1,66,4,2,Sales Executive,4,Divorced,5460.0,6219.0,4,0,22,4,4,2,13,4,4,7,7,5,7
27,0,Travel_Rarely,798.0,Research & Development,6,4,Medical,1,0,66,2,1,Research Scientist,3,Divorced,2187.0,5013.0,0,0,12,3,3,2,6,5,2,5,3,0,3
37,0,Travel_Rarely,558.0,Sales,2,3,Marketing,4,1,75,3,2,Sales Executive,3,Married,9602.0,3384.55,4,1,11,3,3,1,17,3,2,3,0,1,0
24,0,Travel_Rarely,959.0,Research & Development,1,3,Life Sciences,4,0,83,2,1,Research Scientist,2,Single,2836.0,11757.0,1,0,13,3,4,0,1,1,4,1,0,0,0
42,0,Travel_Rarely,622.0,Research & Development,2,4,Life Sciences,3,0,81,3,2,Healthcare Representative,4,Married,4089.0,5718.0,1,0,13,3,2,2,10,4,3,10,2,2,2
43,0,Travel_Rarely,782.0,Research & Development,6,4,Other,2,1,50,2,4,Research Director,4,Divorced,16627.0,3384.55,4,1,14,3,3,1,21,3,2,1,0,0,0
38,0,Travel_Rarely,362.0,Research & Development,1,1,Life Sciences,3,0,43,3,1,Research Scientist,1,Single,2619.0,14561.0,3,0,17,3,4,0,8,3,2,1,0,0,0
43,0,Travel_Frequently,1001.0,Research & Development,9,5,Medical,4,1,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627.0,3,1,13,3,2,1,10,3,3,8,7,4,7
48,0,Travel_Rarely,1236.0,Research & Development,1,4,Life Sciences,4,0,40,2,4,Manager,1,Married,15402.0,17997.0,7,0,11,3,1,1,21,3,1,3,2,0,2
44,0,Travel_Rarely,1112.0,Human Resources,1,4,Life Sciences,1,0,50,2,2,Human Resources,3,Single,5985.0,25431.899999999998,4,0,11,3,2,0,10,1,4,2,2,0,2
34,0,Travel_Rarely,204.0,Sales,14,3,Technical Degree,3,0,33,3,1,Sales Representative,3,Divorced,2579.0,3384.55,1,1,18,3,4,2,8,3,3,8,2,0,6
27,1,Travel_Rarely,1420.0,Sales,2,1,Marketing,3,1,85,3,1,Sales Representative,1,Divorced,3041.0,16346.0,0,0,11,3,2,1,5,3,3,4,3,0,2
24,0,Travel_Rarely,1343.0,Sales,22,1,Technical Degree,3,1,49,3,1,Sales Representative,3,Single,3447.0,24444.0,1,0,11,3,3,0,3,2,3,3,2,1,2
44,0,Travel_Rarely,1315.0,Research & Development,3,4,Other,4,1,35,3,5,Manager,4,Married,17821.349999999995,9358.0,4,1,12,3,1,1,26,2,4,2,2,0,1
24,0,Travel_Rarely,604.0,Research & Development,6,1,Medical,1,1,69,3,1,Research Scientist,3,Married,2773.0,12145.0,0,0,20,4,4,0,3,3,3,2,2,2,2
33,0,Travel_Rarely,1216.0,Sales,8,4,Marketing,3,1,39,3,2,Sales Executive,3,Divorced,7104.0,20431.0,0,0,12,3,4,0,6,3,3,5,0,1,2
32,0,Travel_Rarely,646.0,Research & Development,9,4,Life Sciences,1,0,92,3,2,Research Scientist,4,Married,6322.0,18089.0,1,1,12,3,4,1,6,2,2,6,4,0,5
30,0,Travel_Frequently,165.35000000000002,Research & Development,3,3,Medical,3,0,71,3,1,Research Scientist,3,Divorced,2097.9,22653.0,1,0,20,4,3,1,1,2,3,1,0,0,0
53,0,Travel_Rarely,238.0,Sales,1,1,Medical,4,0,34,3,2,Sales Executive,1,Single,8381.0,7507.0,7,0,20,4,4,0,18,2,4,14,7,8,10
34,0,Travel_Rarely,1397.0,Research & Development,1,5,Life Sciences,2,1,42,3,1,Research Scientist,4,Married,2691.0,7660.0,1,0,12,3,4,1,10,4,2,10,9,8,8
45,1,Travel_Frequently,306.0,Sales,26,4,Life Sciences,1,0,97,3,2,Sales Executive,1,Married,4286.0,5630.0,2,0,14,3,4,2,5,4,3,1,1,0,0
26,0,Travel_Rarely,991.0,Research & Development,6,3,Life Sciences,3,0,71,3,1,Laboratory Technician,4,Married,2659.0,17759.0,1,1,13,3,3,1,3,2,3,3,2,0,2
37,0,Travel_Rarely,482.0,Research & Development,3,3,Other,3,1,36,3,3,Manufacturing Director,3,Married,9434.0,9606.0,1,0,15,3,3,1,10,2,3,10,7,7,8
29,0,Travel_Rarely,1176.0,Sales,3,2,Medical,2,0,62,3,2,Sales Executive,3,Married,5561.0,3487.0,1,0,14,3,1,1,6,5,2,6,0,1,2
35,0,Travel_Rarely,1017.0,Research & Development,6,4,Life Sciences,2,1,82,1,2,Research Scientist,4,Single,6646.0,19368.0,1,0,13,3,2,0,17,3,3,17,11,9,8
33,0,Travel_Frequently,1296.0,Research & Development,6,3,Life Sciences,3,1,33,3,2,Healthcare Representative,4,Divorced,7725.0,5335.0,3,0,22,4,3,1,15,2,1,13,11,4,7
54,0,Travel_Rarely,397.0,Human Resources,19,4,Medical,3,1,88,3,3,Human Resources,2,Married,10725.0,6729.0,2,0,15,3,3,1,16,1,4,9,7,7,1
36,0,Travel_Rarely,913.0,Research & Development,9,2,Medical,2,1,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934.0,2,1,11,3,3,1,13,2,3,3,2,0,2
27,0,Travel_Rarely,1115.0,Research & Development,3,4,Medical,1,1,54,2,1,Research Scientist,4,Single,2097.9,15174.0,0,0,13,3,4,0,5,1,3,4,2,1,1
24,1,Travel_Rarely,1362.0,Research & Development,10,1,Medical,4,1,33,3,1,Research Scientist,3,Single,2097.9,25431.899999999998,1,1,11,3,4,0,1,5,3,1,0,1,1
33,1,Travel_Frequently,1076.0,Research & Development,3,3,Life Sciences,1,1,70,3,1,Research Scientist,1,Single,3348.0,3384.55,1,1,11,3,1,0,10,3,3,10,8,9,7
35,0,Non-Travel,727.0,Research & Development,3,3,Life Sciences,3,1,41,2,1,Laboratory Technician,3,Married,2097.9,16900.0,1,0,18,3,3,2,1,3,3,1,0,0,0
24,0,Travel_Rarely,885.0,Research & Development,4,3,Medical,1,1,58,4,1,Research Scientist,1,Married,2819.0,8544.0,2,0,16,3,1,1,5,3,4,3,2,0,2
25,0,Travel_Rarely,810.0,Sales,8,3,Life Sciences,4,1,57,4,2,Sales Executive,2,Married,4851.0,15678.0,0,0,22,4,3,1,4,4,3,3,2,1,2
38,0,Travel_Rarely,243.0,Sales,7,4,Marketing,4,0,46,2,2,Sales Executive,4,Single,4028.0,7791.0,0,0,20,4,1,0,8,2,3,7,7,0,5
29,0,Travel_Frequently,806.0,Research & Development,1,4,Life Sciences,2,1,76,1,1,Research Scientist,4,Divorced,2720.0,18959.0,1,0,18,3,4,1,10,5,3,10,7,2,8
48,0,Travel_Rarely,817.0,Sales,2,1,Marketing,2,1,56,4,2,Sales Executive,2,Married,8120.0,18597.0,3,0,12,3,4,0,12,3,3,2,2,2,2
27,0,Travel_Frequently,1410.0,Sales,3,1,Medical,4,0,71,4,2,Sales Executive,4,Divorced,4647.0,16673.0,1,1,20,4,2,2,6,3,3,6,5,0,4
37,0,Travel_Rarely,1225.0,Research & Development,10,2,Life Sciences,4,1,80,4,1,Research Scientist,4,Single,4680.0,15232.0,3,0,17,3,1,0,4,2,3,1,0,0,0
50,0,Travel_Rarely,1207.0,Research & Development,26,1,Medical,4,1,74,4,1,Laboratory Technician,3,Married,3221.0,3384.55,1,1,11,3,3,3,20,3,3,20,8,3,8
34,0,Travel_Rarely,1424.1,Research & Development,9,3,Medical,4,0,46,2,3,Healthcare Representative,2,Single,8621.0,17654.0,1,0,14,3,2,0,9,3,4,8,7,7,7
24,1,Travel_Rarely,693.0,Sales,3,2,Life Sciences,1,0,65,3,2,Sales Executive,3,Single,4577.0,24785.0,8,0,14,3,1,0,4,3,3,2,2,2,0
39,0,Travel_Rarely,408.0,Research & Development,2,4,Technical Degree,4,0,80,2,2,Healthcare Representative,3,Single,4553.0,20978.0,1,0,11,3,1,0,20,4,3,20,7,9,10
32,0,Travel_Rarely,929.0,Sales,10,3,Marketing,4,1,55,3,2,Sales Executive,4,Single,5396.0,21703.0,1,0,12,3,4,0,10,2,2,10,7,0,8
